file,visual_kmeans_lables,id
mayukichou-20250425084451-892083330236425,6,mayukichou
mayukichou-20250426203748-789577856837136,6,mayukichou
mayukichou-20250426214705-2001971314086942,1,mayukichou
mayukichou-20250427153730-1847453039290875,1,mayukichou
mayukichou-20250428135608-1712876246356577,0,mayukichou
mayukichou-20250429041954-1155548553158597,1,mayukichou
mayukichou-20250429083745-2097919200997002,4,mayukichou
mayukichou-20250429124950-1820816235284200,1,mayukichou
mayukichou-20250429185118-1226124209587465,1,mayukichou
mayukichou-20250429185355-1512446253189250,1,mayukichou
mayukichou-20250429233342-2079512456140962,1,mayukichou
mayukichou-20250430035927-1214735684089478,1,mayukichou
mayukichou-20250430121604-1669124350620144,6,mayukichou
mayukichou-20250430200915-2147014152721902,0,mayukichou
mayukichou-20250430214154-2475195756228480,6,mayukichou
mayukichou-20250501005123-790032310778242,1,mayukichou
mayukichou-20250501013147-2951762418352153,1,mayukichou
mayukichou-20250501040000-1955732722038332,1,mayukichou
mayukichou-20250501142715-1654620029041509,6,mayukichou
mayukichou-20250501144916-1236760278417166,6,mayukichou
mayukichou-20250501172121-791560523286561,1,mayukichou
mayukichou-20250501185339-4342812969286214,6,mayukichou
mayukichou-20250501201836-1203884275235857,1,mayukichou
mayukichou-20250501225342-1561564568454350,6,mayukichou
mayukichou-20250501235257-1916263005678721,2,mayukichou
mayukichou-20250502010341-2118144165654685,6,mayukichou
mayukichou-20250502071630-2132179530931118,6,mayukichou
mayukichou-20250502103331-1578518930067507,1,mayukichou
mayukichou-20250502122013-886070344211828,1,mayukichou
mayukichou-20250502122705-2032048254194185,6,mayukichou
mayukichou-20250502153618-1962938577661422,6,mayukichou
mayukichou-20250502214333-1184387323479560,1,mayukichou
mayukichou-20250503011744-722146397649137,1,mayukichou
mayukichou-20250503051259-1584147989456246,1,mayukichou
mayukichou-20250503145752-1947202659564515,1,mayukichou
mayukichou-20250504021327-2337891506721975,6,mayukichou
mayukichou-20250504135425-3859020051068653,1,mayukichou
mayukichou-20250504155735-2009744122913243,6,mayukichou
mayukichou-20250505133634-949686427626889,1,mayukichou
mayukichou-20250506054902-1457912989058601,6,mayukichou
mayukichou-20250506083816-4359477034309700,6,mayukichou
mayukichou-20250506202945-1816530076043443,6,mayukichou
mayukichou-20250507000322-1222557700030788,6,mayukichou
mayukichou-20250507144338-2309357949576556,0,mayukichou
mayukichou-20250508170547-950228177523106,1,mayukichou
mayukichou-20250508185555-784398838038737,6,mayukichou
mayukichou-20250508204442-794975189566362,6,mayukichou
mayukichou-20250508224805-818638664573980,6,mayukichou
mayukichou-20250509083147-1255825729755353,6,mayukichou
mayukichou-20250509092027-4249919671917346,6,mayukichou
mayukichou-20250510070946-1635617034153860,6,mayukichou
mayukichou-20250511022834-834382029372770,4,mayukichou
mayukichou-20250511130502-1280785837198082,1,mayukichou
mayukichou-20250511150952-1539539800464810,6,mayukichou
mayukichou-20250512121353-1307983031157507,1,mayukichou
mayukichou-20250512125304-892932450217770,6,mayukichou
mayukichou-20250513121651-945050264757077,1,mayukichou
mayukichou-20250513224758-953779750307336,6,mayukichou
mayukichou-20250515152526-2363167044096831,1,mayukichou
mayukichou-20250515215052-895460099849987,6,mayukichou
mayukichou-20250516124414-1971646090362398,6,mayukichou
mayukichou-20250516193552-1663370468370559,1,mayukichou
mayukichou-20250517020235-2159628771444679,6,mayukichou
mayukichou-20250518104221-750233307809367,0,mayukichou
mayukichou-20250519015113-839310645819267,6,mayukichou
mayukichou-20250520074959-2693194917724270,6,mayukichou
mayukichou-20250520221947-892827643581605,1,mayukichou
mayukichou-20250521024551-1611331243532193,6,mayukichou
mayukichou-20250521130315-876527931875240,6,mayukichou
mayukichou-20250521193125-2333753060459536,6,mayukichou
mayukichou-20250522012741-1346334797249065,6,mayukichou
mayukichou-20250522214140-1755278529210236,6,mayukichou
mayukichou-20250523001614-879589311644116,6,mayukichou
mayukichou-20250526015807-2026511814595582,6,mayukichou
mayukichou-20250526051026-25991848167170861,6,mayukichou
mayukichou-20250526084404-1724411355189340,6,mayukichou
mayukichou-20250526093621-2925162514354848,6,mayukichou
mayukichou-20250526133726-1150070523719436,6,mayukichou
mayukichou-20250527042415-1678329583522157,1,mayukichou
mayukichou-20250528122134-4218652918346686,6,mayukichou
mayukichou-20250529012931-1868292040475059,6,mayukichou
mayukichou-20250529024945-1868068437207379,4,mayukichou
mayukichou-20250529233253-2035740046987794,1,mayukichou
mayukichou-20250530031147-1625932181737889,2,mayukichou
mayukichou-20250531203618-1269340748394959,1,mayukichou
mayukichou-20250531204131-1553870359238876,1,mayukichou
mayukichou-20250601221723-1925625701409442,1,mayukichou
mayukichou-20250602012408-1180505067497907,1,mayukichou
mayukichou-20250604020851-1561005905012970,6,mayukichou
mayukichou-20250605071022-922720136838251,1,mayukichou
mayukichou-20250605093903-1495842585578512,6,mayukichou
mayukichou-20250605104752-1470829547741187,1,mayukichou
mayukichou-20250606202335-1387257622627675,6,mayukichou
mayukichou-20250607070757-1559100005381665,6,mayukichou
mayukichou-20250607203952-1577360410199436,1,mayukichou
mayukichou-20250608043212-1999185760648419,6,mayukichou
mayukichou-20250609153246-1582577486363258,6,mayukichou
mayukichou-20250610131922-913033931701706,1,mayukichou
mayukichou-20250610184053-2078010379642290,6,mayukichou
mayukichou-20250612192439-876967355142576,6,mayukichou
mayukichou-20250612230755-838090422593729,6,mayukichou
mayukichou-20250613180534-1281270667148286,1,mayukichou
mayukichou-20250614010202-813730681127070,6,mayukichou
mayukichou-20250615160547-1978297729439196,6,mayukichou
mayukichou-20250615180334-798093452552501,6,mayukichou
mayukichou-20250616091434-1166803651984286,1,mayukichou
mayukichou-20250617090033-933551129205632,6,mayukichou
mayukichou-20250617111031-930975406035281,1,mayukichou
mayukichou-20250621170929-1084809250455970,6,mayukichou
mayukichou-20250624230008-931155199471275,6,mayukichou
mayukichou-20250626104303-849414491487454,6,mayukichou
mayukichou-20250626121101-1615998509819114,6,mayukichou
mayukichou-20250626154621-1568830794330641,6,mayukichou
mayukichou-20250626211922-4219273804957689,6,mayukichou
mayukichou-20250627143247-1427606729068805,6,mayukichou
mayukichou-20250629150154-1235436008521296,1,mayukichou
mayukichou-20250630231337-899110866248404,6,mayukichou
mayukichou-20250701112822-1454954045984689,6,mayukichou
mayukichou-20250701134749-777192404908492,1,mayukichou
mayukichou-20250702102032-2028053894432960,4,mayukichou
mayukichou-20250702211417-1645385223293076,1,mayukichou
mayukichou-20250704023257-2824224094625204,6,mayukichou
mayukichou-20250704074210-833335683097591,1,mayukichou
mayukichou-20250705084724-2140840293383229,6,mayukichou
mayukichou-20250705090606-1244231377719961,6,mayukichou
mayukichou-20250705095419-1980071126220002,6,mayukichou
mayukichou-20250705122403-1488853085912539,6,mayukichou
mayukichou-20250706031220-960316339885278,6,mayukichou
mayukichou-20250707130556-889716567248179,2,mayukichou
mayukichou-20250708195209-1393931279178065,1,mayukichou
mayukichou-20250710023723-2281806778971343,4,mayukichou
mayukichou-20250711092030-908730538190538,4,mayukichou
mayukichou-20250711222044-1393503935244252,2,mayukichou
mayukichou-20250712014734-1211323227778217,1,mayukichou
mayukichou-20250712134611-2836295286733569,6,mayukichou
mayukichou-20250712194317-1521285082302265,6,mayukichou
mayukichou-20250712225958-880126188252687,6,mayukichou
mayukichou-20250712233236-881946464746365,1,mayukichou
mayukichou-20250713052611-908633432146892,6,mayukichou
mayukichou-20250714193436-1243161294406948,6,mayukichou
mayukichou-20250717033110-2018241212056640,0,mayukichou
mayukichou-20250717111207-2041919656354972,6,mayukichou
mayukichou-20250719124503-4150524715189589,6,mayukichou
mayukichou-20250719172648-1427470755596462,6,mayukichou
mayukichou-20250720232616-2659548161084218,6,mayukichou
mayukichou-20250721230336-1674952213665163,2,mayukichou
mayukichou-20250722163134-1940951203163789,1,mayukichou
mayukichou-20250724080713-1469135034926195,6,mayukichou
mayukichou-20250724124147-26158583273754100,6,mayukichou
mayukichou-20250725031112-894496180024002,6,mayukichou
mayukichou-20250725184358-1389158582408789,6,mayukichou
mayukichou-20250726102716-915395380894107,1,mayukichou
mayukichou-20250727062057-902690235710389,6,mayukichou
mayukichou-20250728004436-4348109065463775,6,mayukichou
mayukichou-20250728182226-922761140170359,1,mayukichou
mayukichou-20250728222248-782045117660568,6,mayukichou
mayukichou-20250728233849-733791419812279,1,mayukichou
mayukichou-20250730212658-918059927424517,6,mayukichou
mayukichou-20250731221627-1230411068603893,6,mayukichou
mayukichou-20250801093939-1202326328758695,6,mayukichou
mayukichou-20250802082547-33912417065039717,6,mayukichou
mayukichou-20250802093137-1866086987604120,6,mayukichou
mayukichou-20250802093246-1268276742024631,6,mayukichou
mayukichou-20250802201205-882260224573823,2,mayukichou
mayukichou-20250803120951-1791198884887394,6,mayukichou
mayukichou-20250804170242-1817578285611838,1,mayukichou
mayukichou-20250804172400-1242357268031584,6,mayukichou
mayukichou-20250805094206-1870033283878548,6,mayukichou
mayukichou-20250806011335-957305593287665,4,mayukichou
mayukichou-20250806124812-3836285146680727,6,mayukichou
mayukichou-20250806171700-1683568246324648,6,mayukichou
mayukichou-20250807135345-1826948844930053,6,mayukichou
mayukichou-20250808032550-25862464820073432,6,mayukichou
mayukichou-20250809030139-799817839816617,6,mayukichou
mayukichou-20250809032052-885027860904958,6,mayukichou
mayukichou-20250809032553-4229312147333326,6,mayukichou
mayukichou-20250810023411-2109052659843331,6,mayukichou
mayukichou-20250810195458-2421343684983564,1,mayukichou
mayukichou-20250811202302-1575332457020216,1,mayukichou
mayukichou-20250811223830-1396415415502170,6,mayukichou
mayukichou-20250813053059-1266989935351548,1,mayukichou
mayukichou-20250814213437-1263115375699045,6,mayukichou
mayukichou-20250816200418-1431265795253550,6,mayukichou
mayukichou-20250817104111-1232401008464063,6,mayukichou
mayukichou-20250817141501-1732344924837141,6,mayukichou
mayukichou-20250818105737-1185335477014070,6,mayukichou
mayukichou-20250818202729-4260567057523322,1,mayukichou
mayukichou-20250819162643-842824028788146,6,mayukichou
mayukichou-20250820090918-1538259943924026,6,mayukichou
mayukichou-20250822131610-754437301057427,1,mayukichou
mayukichou-20250822132600-897079089700797,6,mayukichou
mayukichou-20250823220003-1252391550336369,1,mayukichou
mayukichou-20250824171758-1874019206819146,1,mayukichou
mayukichou-20250825034856-2094908778014991,6,mayukichou
mayukichou-20250826015627-794095229689086,6,mayukichou
mayukichou-20250828010707-878549925085579,6,mayukichou
mayukichou-20250828062430-1266085178988128,6,mayukichou
mayukichou-20250828182004-1289371386348913,6,mayukichou
mayukichou-20250828232443-1231726679029051,1,mayukichou
mayukichou-20250829030741-4420273928299541,6,mayukichou
mayukichou-20250830000031-1725311331962518,6,mayukichou
mayukichou-20250831084614-1182170937073879,6,mayukichou
mayukichou-20250901055058-1198611552434326,6,mayukichou
mayukichou-20250901214226-4497537750480710,1,mayukichou
mayukichou-20250902000749-2643347199416087,1,mayukichou
mayukichou-20250902022041-1418683156724154,6,mayukichou
mayukichou-20250903162821-1688186059178476,6,mayukichou
mayukichou-20250903185708-1559291171973794,4,mayukichou
mayukichou-20250903212455-1658557031953592,6,mayukichou
mayukichou-20250903232947-1405073700560645,6,mayukichou
mayukichou-20250904114326-1394305565522274,6,mayukichou
mayukichou-20250904150057-2009904823073627,6,mayukichou
mayukichou-20250905112744-1591656712039602,6,mayukichou
mayukichou-20250905121629-1265055748803972,6,mayukichou
mayukichou-20250905134305-2103064203780071,6,mayukichou
mayukichou-20250905171553-887291080753996,6,mayukichou
mayukichou-20250906045439-1390413155685072,6,mayukichou
mayukichou-20250906110916-792156849887026,6,mayukichou
mayukichou-20250906134649-1250828800305204,6,mayukichou
mayukichou-20250906144701-2190287441378498,6,mayukichou
mayukichou-20250906151520-4283043011964354,6,mayukichou
mayukichou-20250906173811-3665586790260403,4,mayukichou
mayukichou-20250906210339-1849279152457970,4,mayukichou
mayukichou-20250907133032-1238708138466600,6,mayukichou
mayukichou-20250907172150-1428447162198942,1,mayukichou
mayukichou-20250907175457-1290407576312027,6,mayukichou
mayukichou-20250908084728-1691024998544122,6,mayukichou
mayukichou-20250908142348-1548439646240737,6,mayukichou
mayukichou-20250908150530-1018283187581775,6,mayukichou
mayukichou-20250908193237-1380577090535568,1,mayukichou
mayukichou-20250908214041-1643772343303323,6,mayukichou
mayukichou-20250909004157-1222848196640123,6,mayukichou
mayukichou-20250909023425-943596414770121,6,mayukichou
mayukichou-20250909043003-1434152991653148,6,mayukichou
mayukichou-20250910033014-922762607366624,1,mayukichou
mayukichou-20250910175729-2938378146372935,6,mayukichou
mayukichou-20250911145320-1955142475037920,1,mayukichou
mayukichou-20250912034305-1333093975242249,6,mayukichou
mayukichou-20250913133712-1590797572255467,6,mayukichou
mayukichou-20250913161812-1215929040178657,1,mayukichou
mayukichou-20250913180538-1978841163052645,6,mayukichou
mayukichou-20250913220517-1908560613363687,6,mayukichou
mayukichou-20250914171653-2122518285169392,1,mayukichou
mayukichou-20250914202731-787261497098572,6,mayukichou
mayukichou-20250915010224-1530026888549324,6,mayukichou
mayukichou-20250915140242-2076929059514517,4,mayukichou
mayukichou-20250915163647-2209367519596279,6,mayukichou
mayukichou-20250915210740-1545004603262539,6,mayukichou
mayukichou-20250916113750-5177414705817346,6,mayukichou
mayukichou-20250916163327-2158403798307556,6,mayukichou
mayukichou-20250916195215-1574693043574196,1,mayukichou
mayukichou-20250917225039-1221063076672458,6,mayukichou
mayukichou-20250918042224-900087486311922,6,mayukichou
mayukichou-20250918183532-882609847730949,6,mayukichou
mayukichou-20250918183630-1068120212168472,6,mayukichou
mayukichou-20250918183658-1589055998938414,6,mayukichou
mayukichou-20250918183756-1676818373496432,6,mayukichou
mayukichou-20250918190030-1616778282667369,6,mayukichou
mayukichou-20250919102528-727124690480198,1,mayukichou
mayukichou-20250919224541-3250085528503343,6,mayukichou
mayukichou-20250920122133-1236435785316103,4,mayukichou
mayukichou-20250922033700-739894842534061,6,mayukichou
mayukichou-20250925025019-26412629305011078,6,mayukichou
mayukichou-20250925030202-790493670743066,6,mayukichou
mayukichou-20250925033614-3807645912701021,1,mayukichou
mayukichou-20250928191259-1277528994431886,1,mayukichou
mayukichou-20250930071013-1232295322370627,6,mayukichou
mayukichou-20250930124236-1277208570946222,1,mayukichou
mayukichou-20251001224025-1238556477606830,6,mayukichou
mayukichou-20251002030431-1821139181931958,1,mayukichou
mayukichou-20251002115421-1698096068300718,6,mayukichou
mayukichou-20251002115442-1996784684521418,6,mayukichou
mayukichou-20251002115511-2113197102770711,6,mayukichou
mayukichou-20251002115530-1620908912660869,6,mayukichou
mayukichou-20251003102756-2070325490391428,6,mayukichou
mayukichou-20251006140224-1297755145495782,1,mayukichou
mayukichou-20251008142427-933999599207455,1,mayukichou
mayukichou-20251009224442-1244851491074267,6,mayukichou
mayukichou-20251014001933-872849925515296,6,mayukichou
mayukichou-20251014092712-25301531422858278,6,mayukichou
mayukichou-20251016093116-1228578612069938,6,mayukichou
mayukichou-20251019070056-842430128854863,6,mayukichou
mayukichou-20251019070132-33595402296771704,6,mayukichou
mayukichou-20251019070224-909822241541943,6,mayukichou
mayukichou-20251019070312-1467088744935283,6,mayukichou
mayukichou-20251019070356-1420814609753889,6,mayukichou
mayukichou-20251019070441-1978203966461596,6,mayukichou
mayukichou-20251019070510-1625897751752380,6,mayukichou
mayukichou-20251019070622-938217752059034,6,mayukichou
mayukichou-20251019214634-890308813890664,1,mayukichou
mayukichou-20251020152610-2766735237052168,6,mayukichou
mayukichou-20251020190243-908561798231240,6,mayukichou
mayukichou-20251021000919-964599756552900,1,mayukichou
mayukichou-20251021150519-1173690497984840,6,mayukichou
mayukichou-20251023185628-2027799591130723,6,mayukichou
mayukichou-20251024011117-1247202687376272,1,mayukichou
mayukichou-20251025004855-3841406042830411,6,mayukichou
mayukichou-20251026055020-892658993631022,6,mayukichou
mayukichou-20251026111535-1526909018369705,6,mayukichou
mayukichou-20251027113829-1921513422088671,1,mayukichou
mayukichou-20251027202301-2959580810912668,1,mayukichou
mayukichou-20251028205150-2460804677689763,6,mayukichou
mayukichou-20251102124741-799323152462163,6,mayukichou
mayukichou-20251104002741-2032254704393860,1,mayukichou
mayukichou-20251106025855-918808417761004,6,mayukichou
mayukichou-20251108013737-1580911002999918,1,mayukichou
mayukichou-20251109190536-1152965773559280,1,mayukichou
mayukichou-20251109191908-26785381151065149,0,mayukichou
mayukichou-20251111014013-1221679466769317,6,mayukichou
mayukichou-20251111221352-1717533915889474,1,mayukichou
mayukichou-20251113002842-941356661904976,6,mayukichou
mayukichou-20251113234256-1379110967291928,6,mayukichou
mayukichou-20251115150410-903277865630445,4,mayukichou
mayukichou-20251116061000-1579194413527982,6,mayukichou
mayukichou-20251117173728-761969759867768,4,mayukichou
mayukichou-20251119200942-2322659258248341,6,mayukichou
mayukichou-20251121211959-773599845819427,6,mayukichou
mayukichou-20251121212032-893693419972483,6,mayukichou
mayukichou-20251121212204-825267780570342,6,mayukichou
mayukichou-20251123110526-1578034913428278,6,mayukichou
mayukichou-20251125132731-1560763335010887,6,mayukichou
mayukichou-20251125132830-1635590097868788,6,mayukichou
mayukichou-20251125132928-1450656560033636,6,mayukichou
mayukichou-20251125133006-4120773164887229,6,mayukichou
mayukichou-20251125133132-1627457108671401,6,mayukichou
mayukichou-20251125133258-865053673007214,6,mayukichou
mayukichou-20251125133343-1213023257173683,6,mayukichou
mayukichou-20251125133428-1445774910243384,6,mayukichou
mayukichou-20251128013213-2901660236892239,1,mayukichou
mayukichou-20251128130023-900280152913922,6,mayukichou
mayukichou-20251201225028-2300292257131393,6,mayukichou
mayukichou-20251202102244-1449320673517202,1,mayukichou
mayukichou-20251202232955-937818135649531,6,mayukichou
mayukichou-20251209230203-23864084839955744,1,mayukichou
mayukichou-20251215190225-2324729348025711,6,mayukichou
mayukichou-20251217205718-922714716832399,1,mayukichou
mayukichou-20251217232555-2418913505198027,6,mayukichou
mayukichou-20251218190057-958234969859528,1,mayukichou
mayukichou-20251223021812-1240064090936852,6,mayukichou
mayukichou-20251225005646-766860872680926,4,mayukichou
mayukichou-20251225070314-923197780676712,6,mayukichou
mayukichou-20251225213356-2309658749529749,6,mayukichou
mayukichou-20251225213438-1578667683459444,6,mayukichou
mayukichou-20251225213526-910579835264012,6,mayukichou
mayukichou-20251225213627-1311848867629385,6,mayukichou
mayukichou-20251226025332-1368349335043852,6,mayukichou
mayukichou-20251226230131-718197511229959,0,mayukichou
mayukichou-20251227142053-890574170366912,1,mayukichou
mayukichou-20251228033610-1255428099856940,1,mayukichou
mayukichou-20251229152052-1297704708834052,1,mayukichou
mayukichou-20251230181926-1412604833996302,6,mayukichou
mayukichou-20260102030255-1255744589774268,6,mayukichou
mayukichou-20260102030416-1484506379910077,6,mayukichou
mayukichou-20260102030451-26285962661001553,6,mayukichou
mayukichou-20260102030611-1351855613625862,6,mayukichou
mayukichou-20260102030803-877468301819022,6,mayukichou
mayukichou-20260102030917-921584750381572,6,mayukichou
mayukichou-20260102031059-1410311597552787,6,mayukichou
mayukichou-20260102031248-2285236798629389,6,mayukichou
mayukichou-20260102031310-679791931823303,6,mayukichou
mayukichou-20260102031401-748165838363421,6,mayukichou
mayukichou-20260102031502-596155830259574,6,mayukichou
mayukichou-20260102031654-801996986254101,6,mayukichou
mayukichou-20260102031748-1610303600118727,6,mayukichou
mayukichou-20260102031822-1984574345806967,6,mayukichou
mayukichou-20260102031901-1444244930820685,6,mayukichou
mayukichou-20260102031936-1828446261195742,6,mayukichou
mayukichou-20260102032023-1618403516020841,6,mayukichou
mayukichou-20260102032117-1405413177892927,6,mayukichou
mayukichou-20260102032138-765684053259605,6,mayukichou
mayukichou-20260102032211-688524844346423,6,mayukichou
mayukichou-20260102032229-1415686297235500,6,mayukichou
mayukichou-20260102032522-1539033907156125,6,mayukichou
mayukichou-20260102032731-838033099257894,6,mayukichou
mayukichou-20260103223630-1956658313161953,6,mayukichou
mayukichou-20260104113631-1490730362473658,6,mayukichou
mayukichou-20260104193418-1537211544031034,6,mayukichou
mayukichou-20260105094351-1286086690000080,6,mayukichou
mayukichou-20260107204257-1735034001215847,6,mayukichou
mayukichou-20260110185847-1452815829616503,6,mayukichou
mayukichou-20260112202333-1624847792201484,1,mayukichou
mayukichou-20260118193804-1404647813984583,6,mayukichou
mayukichou-20260128193051-1260985425938175,6,mayukichou
mayukichou-20260201110040-4138925889657822,6,mayukichou
mayukichou-20260205121530-1624688468529379,4,mayukichou
mayukichou-20260206235236-1417008116871373,6,mayukichou
mengj215-20250703124453-932943495887339,2,mengj215
mengj215-20250703124455-917266664018084,2,mengj215
mengj215-20250703124519-1980378282875669,2,mengj215
mengj215-20250703124538-942053061849123,1,mengj215
mengj215-20250703124542-928730923167952,2,mengj215
mengj215-20250703124555-1998633957700907,1,mengj215
mengj215-20250703131903-885831197603446,2,mengj215
mengj215-20250713191153-1630680121397825,1,mengj215
mengj215-20250714130917-2985969244946397,1,mengj215
mengj215-20250714181344-1697331194972270,2,mengj215
mengj215-20250726043005-2014567959408144,2,mengj215
mengj215-20250726212000-1655339968796475,2,mengj215
mengj215-20250730082255-2464754270610283,2,mengj215
mengj215-20250801115553-1956130449115591,2,mengj215
mengj215-20250806130736-1597042878288595,2,mengj215
mengj215-20250806220817-2770889299911880,2,mengj215
mengj215-20250809190920-1327863695845079,2,mengj215
mengj215-20250816174805-1594931785131879,1,mengj215
mengj215-20250901010904-2330931340737306,2,mengj215
mengj215-20250902171214-890256547228753,2,mengj215
mengj215-20250906000729-1552887152456828,2,mengj215
mengj215-20250906010338-703154972788536,1,mengj215
mengj215-20250913121317-1902155780403845,2,mengj215
mengj215-20250914095710-1809653379707539,2,mengj215
mengj215-20250915143836-1544785259933152,2,mengj215
mengj215-20250915175126-920941333846776,2,mengj215
mengj215-20250930074249-1708437070122458,2,mengj215
mengj215-20251001190632-3084052775318606,1,mengj215
mengj215-20251012154451-2324433954702025,2,mengj215
mengj215-20251021000102-1446986390432312,2,mengj215
mengj215-20251102011531-2189924725084632,2,mengj215
mengj215-20251107055557-1460861355640785,2,mengj215
mengj215-20251127152016-2108944066507016,2,mengj215
mengj215-20251201211422-1190357686511994,2,mengj215
mengj215-20251209171553-2185108445362285,2,mengj215
mengj215-20251219124919-3971646566460818,2,mengj215
mengj215-20251225184441-1282921960321841,2,mengj215
mengj215-20251226230510-1865928624107641,1,mengj215
mengj215-20251227235554-1268957998452943,2,mengj215
mengj215-20260102215711-1448739766753215,2,mengj215
mengj215-20260106054404-1302677211686990,2,mengj215
mengj215-20260111202202-806678429138348,1,mengj215
mengj215-20260207232115-3909108735887279,5,mengj215
mensgametw-20250209143240-1225231909812409,0,mensgametw
mensgametw-20250209143240-1245199457059415,0,mensgametw
mensgametw-20250209143240-1353175119947607,2,mensgametw
mensgametw-20250209143240-1359196959584388,2,mensgametw
mensgametw-20250209143240-796808099611685,2,mensgametw
mensgametw-20250209143240-935349945642925,0,mensgametw
mensgametw-20250209143241-1306677707996593,0,mensgametw
mensgametw-20250209143241-2185289528877735,0,mensgametw
mensgametw-20250209143241-2313608622483478,0,mensgametw
mensgametw-20250211012309-901187966019900,0,mensgametw
mensgametw-20250213133138-1454625369599480,0,mensgametw
mensgametw-20250213213116-1996945597926856,5,mensgametw
mensgametw-20250215001204-1244728180422796,0,mensgametw
mensgametw-20250215220244-1636510467535613,2,mensgametw
mensgametw-20250217112146-1488105922914135,0,mensgametw
mensgametw-20250217181130-779709924731533,0,mensgametw
mensgametw-20250401194820-1430864088739808,0,mensgametw
mensgametw-20250402164430-4519776461681897,0,mensgametw
mensgametw-20250403151606-813782905064000,0,mensgametw
mensgametw-20250404225131-862787533417365,0,mensgametw
mensgametw-20250405235431-929667482878452,5,mensgametw
mensgametw-20250408110145-4344654775779707,0,mensgametw
mensgametw-20250409142835-905528452183351,0,mensgametw
mensgametw-20250411143118-921767573587502,0,mensgametw
mensgametw-20250427061052-1605915710617538,0,mensgametw
mensgametw-20250427180833-1456747536168489,0,mensgametw
mensgametw-20250428125339-1662491644918897,0,mensgametw
mensgametw-20250429165319-905319458885329,0,mensgametw
mensgametw-20250429235548-1229450469302438,2,mensgametw
mensgametw-20250501134922-949214940916509,4,mensgametw
mensgametw-20250501225239-1323845276300202,0,mensgametw
mensgametw-20250506213149-1537508100654005,0,mensgametw
mensgametw-20250508205207-1237162871866690,0,mensgametw
mensgametw-20250508220305-1706851104023554,0,mensgametw
mensgametw-20250509104447-3411859875690688,5,mensgametw
mensgametw-20250510142120-1472575434506861,0,mensgametw
mensgametw-20250511105325-1953457655561243,0,mensgametw
mensgametw-20250511184216-917527960658112,0,mensgametw
mensgametw-20250512104736-1236916761410021,0,mensgametw
mensgametw-20250515223946-1474862677327835,0,mensgametw
mensgametw-20250517020204-812326104478236,0,mensgametw
mensgametw-20250519085533-1978638262686459,0,mensgametw
mensgametw-20250519121221-952274980702436,5,mensgametw
mensgametw-20250522171159-881640901303498,0,mensgametw
mensgametw-20250523141905-831038363361604,0,mensgametw
mensgametw-20250523220435-1258013782919835,0,mensgametw
mensgametw-20250526163536-1248118103948523,5,mensgametw
mensgametw-20250529014011-2327220077762380,4,mensgametw
mensgametw-20250531112204-26476234965314960,0,mensgametw
mensgametw-20250604134937-1627805231893154,0,mensgametw
mensgametw-20250606061122-1471188654667106,5,mensgametw
mensgametw-20250606185332-2000797470577891,0,mensgametw
mensgametw-20250610180436-808536854893715,0,mensgametw
mensgametw-20250614061912-1503322044646223,0,mensgametw
mensgametw-20250626165441-26265838266387282,0,mensgametw
mensgametw-20250626165443-725602747172946,5,mensgametw
mensgametw-20250626165445-954397443680161,5,mensgametw
mensgametw-20250626165447-922960760469750,5,mensgametw
mensgametw-20250627173353-3084209218454034,3,mensgametw
mensgametw-20250628091005-1602736240948665,2,mensgametw
mensgametw-20250630221147-1611861129731558,5,mensgametw
mensgametw-20250702094825-1548120809628788,0,mensgametw
mensgametw-20250704062750-939035932031062,0,mensgametw
mensgametw-20250705080908-939470291942264,0,mensgametw
mensgametw-20250705140313-1581960326346888,5,mensgametw
mensgametw-20250707230804-1452727333213186,0,mensgametw
mensgametw-20250708122326-2121504808635961,0,mensgametw
mensgametw-20250710195253-1333125538853705,0,mensgametw
mensgametw-20250710220239-944074181298746,0,mensgametw
mensgametw-20250712010008-1475231160633603,0,mensgametw
mensgametw-20250715005612-864823276539921,0,mensgametw
mensgametw-20250715220308-889987953661926,3,mensgametw
mensgametw-20250720125141-3901369363493706,0,mensgametw
mensgametw-20250726162618-1451737453198602,4,mensgametw
mensgametw-20250727123706-1150892017089979,5,mensgametw
mensgametw-20250729080019-936945338855250,0,mensgametw
mensgametw-20250731223316-1724748918505561,3,mensgametw
mensgametw-20250804190238-1646904146482911,5,mensgametw
mensgametw-20250814235312-1446433480215248,0,mensgametw
mensgametw-20250819134352-2415829118870155,5,mensgametw
mensgametw-20250819141026-1422488112690551,0,mensgametw
mensgametw-20250819141035-2036411003593393,0,mensgametw
mensgametw-20250821011624-1286807523368818,2,mensgametw
mensgametw-20250823112415-974155985563130,0,mensgametw
mensgametw-20250823161443-1359068226025083,0,mensgametw
mensgametw-20250906121135-903628022407495,2,mensgametw
mensgametw-20250906192346-1662750548225894,2,mensgametw
mensgametw-20250906193217-1784028332558138,0,mensgametw
mensgametw-20250909081817-1229255799372677,3,mensgametw
mensgametw-20250912084849-1622994188596094,0,mensgametw
mensgametw-20250919181127-1239642378276902,0,mensgametw
mensgametw-20250919230003-1482113433521022,0,mensgametw
mensgametw-20250921084955-1437285414469951,0,mensgametw
mensgametw-20251002131637-1437696857233325,0,mensgametw
mensgametw-20251008154004-2304345680065070,2,mensgametw
mensgametw-20251019192239-1990277741887075,0,mensgametw
mensgametw-20251020141007-1886213495344308,4,mensgametw
